ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
14110,D,Flight,2,5,287,4,low,M,8,3198,1
14111,C,Flight,3,4,292,3,high,F,11,1971,1
14112,D,Flight,3,5,183,3,low,F,8,3449,1
14113,C,Ship,7,2,108,2,low,F,4,4105,0
14114,F,Ship,5,1,158,2,low,F,4,5633,0
14115,F,Ship,6,1,248,2,high,F,3,6750,0
14116,F,Flight,3,5,273,6,high,F,9,3366,1
14117,F,Road,4,4,278,6,high,F,9,2909,1
14118,C,Ship,2,5,216,3,high,M,5,3032,0
14119,C,Flight,7,5,217,2,low,F,3,1431,0
14120,B,Flight,3,5,241,3,medium,F,9,2360,1
14121,F,Flight,4,5,286,5,medium,M,9,1578,1
14122,F,Flight,3,4,228,4,medium,F,10,2944,1
14123,B,Ship,5,1,236,2,high,M,1,4259,0
14124,D,Ship,6,3,198,3,low,F,1,4471,0
14125,C,Ship,5,3,184,4,low,M,1,6654,0
14126,D,Ship,3,5,250,5,high,M,7,3975,1
14127,A,Flight,2,4,218,5,high,F,9,3706,1
14128,D,Ship,5,4,258,4,low,F,2,3413,0
14129,D,Flight,4,3,306,3,low,F,5,1024,1
14130,D,Flight,4,5,294,5,medium,M,10,2743,1
14131,F,Flight,3,5,254,4,low,F,9,2769,1
14132,A,Flight,4,5,196,4,low,F,10,2931,1
14133,F,Ship,6,2,148,4,low,F,2,5454,0
14134,F,Ship,5,1,239,2,low,M,2,4406,0
14135,F,Ship,6,1,108,3,low,F,3,4996,0
14136,F,Ship,2,4,214,6,high,F,9,3331,1
14137,F,Flight,3,4,256,5,high,M,6,2715,1
14138,F,Ship,5,5,132,5,high,F,2,4751,0
14139,D,Road,4,2,108,6,low,M,8,6814,0
14140,B,Flight,2,4,210,3,medium,M,11,2487,1
14141,A,Flight,4,5,255,4,low,F,11,1680,1
14142,F,Flight,4,5,195,3,medium,F,11,2150,1
14143,B,Ship,5,3,210,4,high,M,4,4319,0
14144,D,Ship,5,2,184,3,low,M,1,6498,0
14145,A,Ship,6,3,138,4,low,M,1,6144,0
14146,F,Flight,3,4,235,5,high,M,7,2432,1
14147,D,Road,2,5,224,5,high,M,7,3143,1
14148,D,Ship,3,3,106,5,medium,M,8,1008,0
14149,A,Ship,7,4,112,6,high,M,4,7778,0
14150,B,Flight,2,5,175,3,low,F,9,2797,1
14151,D,Flight,4,4,257,3,high,F,10,3054,1
14152,C,Flight,4,5,182,3,high,F,10,2649,1
14153,A,Ship,5,3,226,2,high,F,1,5318,0
14154,F,Ship,6,1,168,4,high,M,1,4026,0
14155,F,Ship,7,1,159,3,low,M,3,6978,0
14156,B,Ship,3,5,266,4,high,F,9,2463,1
14157,B,Ship,3,5,214,4,high,M,6,2649,1
14158,D,Ship,2,3,203,4,low,F,4,6815,1
14159,F,Flight,5,1,167,4,high,M,3,7511,1
14160,C,Flight,2,4,201,5,low,M,10,2847,1
14161,F,Flight,3,5,152,3,low,M,11,3201,1
14162,A,Flight,2,4,217,4,medium,F,9,2109,1
14163,A,Ship,7,2,136,3,medium,M,4,6021,0
14164,F,Ship,7,3,207,2,low,F,2,4208,0
14165,A,Ship,7,3,120,3,low,M,4,5646,0
14166,F,Ship,3,4,291,4,high,M,7,2182,1
14167,F,Ship,2,4,202,5,high,F,7,2191,1
14168,A,Flight,7,1,200,5,medium,M,1,3355,1
14169,F,Ship,2,5,114,4,low,F,6,1467,1
14170,B,Flight,4,4,240,4,medium,M,10,1967,1
14171,C,Flight,3,5,297,4,low,F,8,2673,1
14172,F,Flight,3,4,232,5,medium,F,9,2533,1
14173,F,Ship,5,2,232,3,high,F,2,4791,0
14174,D,Ship,6,3,231,4,medium,M,1,5274,0
14175,F,Ship,7,3,219,3,low,M,3,6306,0
14176,F,Road,3,5,273,6,high,M,9,2314,1
14177,D,Flight,4,5,303,6,high,F,6,3420,1
14178,B,Road,7,3,105,3,low,F,8,4313,1
14179,F,Flight,5,2,188,2,low,M,11,3599,1
14180,D,Flight,3,5,287,3,high,M,10,2679,1
14181,B,Flight,3,5,189,4,low,F,9,2245,1
14182,D,Flight,4,4,197,3,low,F,8,1868,1
14183,A,Ship,5,3,117,4,high,M,1,5900,0
14184,F,Ship,5,1,239,4,medium,M,2,4235,0
14185,F,Ship,7,3,127,4,low,F,4,6446,0
14186,F,Ship,3,4,248,6,high,F,9,2332,1
14187,B,Ship,3,5,211,4,high,F,8,2374,1
14188,D,Ship,7,4,144,3,medium,F,1,3557,0
14189,F,Road,6,4,164,6,medium,F,2,7251,1
14190,D,Flight,4,5,286,5,low,F,9,1924,1
14191,F,Flight,4,5,180,3,high,F,8,3201,1
14192,F,Flight,2,4,193,5,medium,M,9,1933,1
14193,F,Ship,6,2,147,4,medium,M,3,5595,0
14194,F,Ship,7,2,218,3,low,F,4,5111,0
14195,F,Ship,6,1,220,2,low,F,3,4893,0
14196,C,Ship,4,5,301,6,high,F,6,2214,1
14197,C,Ship,3,5,306,4,high,F,7,3570,1
14198,F,Road,7,1,263,2,medium,F,2,6421,1
14199,C,Ship,6,1,166,2,medium,F,5,5908,1
14200,C,Flight,2,5,153,5,low,F,9,3397,1
14201,C,Flight,3,4,235,3,low,F,10,2041,1
14202,F,Flight,2,4,181,5,low,M,10,2074,1
14203,A,Ship,6,3,228,4,low,M,2,4080,0
14204,B,Ship,7,2,122,4,low,M,4,4136,0
14205,F,Ship,6,2,248,4,high,M,3,6732,0
14206,F,Ship,4,5,274,4,high,M,9,3584,1
14207,F,Road,3,5,300,5,high,F,9,3208,1
14208,A,Ship,6,2,172,4,low,F,3,5723,1
14209,A,Ship,2,1,128,5,medium,M,9,4249,1
14210,A,Flight,3,5,240,4,medium,M,10,2933,1
14211,C,Flight,4,4,229,4,low,F,10,1545,1
14212,F,Flight,4,5,200,3,medium,M,11,3323,1
14213,A,Ship,6,2,143,2,medium,M,2,6430,0
14214,D,Ship,6,3,221,2,low,F,2,6978,0
14215,D,Ship,5,3,102,2,low,M,1,6958,0
14216,F,Road,3,5,213,6,high,M,8,3011,1
14217,B,Ship,2,5,243,6,high,M,6,2698,1
14218,A,Ship,6,4,287,2,low,M,3,3775,1
14219,D,Ship,2,2,118,4,low,M,5,1708,1
14220,F,Flight,3,5,248,5,high,F,10,2712,1
14221,A,Flight,4,5,287,5,high,M,10,1634,1
14222,B,Flight,2,5,154,5,medium,F,11,1678,1
14223,A,Ship,5,1,125,3,low,F,2,5750,0
14224,F,Ship,5,1,131,3,low,F,2,4029,0
14225,F,Ship,5,2,227,3,medium,F,3,6620,0
14226,A,Ship,4,4,209,6,high,M,9,2604,1
14227,F,Ship,3,4,252,6,high,F,8,2294,1
14228,C,Ship,3,5,141,5,low,M,3,1842,1
14229,F,Road,5,4,225,5,low,M,10,4689,0
14230,C,Flight,2,5,236,5,medium,M,11,1796,1
14231,F,Flight,4,4,262,4,low,M,8,2800,1
14232,A,Flight,2,5,184,3,medium,M,11,2430,1
14233,F,Ship,7,2,162,3,medium,M,4,5317,0
14234,D,Ship,5,2,134,2,low,F,2,6078,0
14235,B,Ship,5,1,155,4,low,F,1,4230,0
14236,B,Flight,3,4,249,5,high,M,9,2924,1
14237,A,Ship,2,5,202,6,high,M,9,3008,1
14238,B,Ship,5,1,171,5,medium,M,11,1094,0
14239,F,Ship,5,3,139,4,low,F,7,4306,1
14240,C,Flight,2,4,229,3,high,F,11,2119,1
14241,C,Flight,4,5,236,3,high,M,9,2358,1
14242,B,Flight,3,5,239,3,high,M,10,2714,1
14243,F,Ship,5,1,194,4,high,F,2,6714,0
14244,B,Ship,5,2,189,3,low,F,3,5920,0
14245,D,Ship,6,1,204,4,low,F,1,6969,0
14246,F,Ship,4,4,293,6,high,M,6,2591,1
14247,F,Flight,3,5,307,6,high,F,6,2661,1
14248,A,Ship,4,4,226,4,medium,M,7,3569,0
14249,C,Ship,4,2,149,5,low,F,7,6485,1
14250,D,Flight,3,4,160,5,medium,M,8,1872,1
14251,B,Flight,2,5,242,4,medium,F,10,1868,1
14252,F,Flight,2,5,237,5,low,M,8,3343,1
14253,C,Ship,6,2,229,2,medium,F,3,6367,0
14254,C,Ship,7,2,241,4,low,M,2,5125,0
14255,C,Ship,5,2,229,3,low,F,1,5532,0
14256,F,Ship,3,4,296,6,high,M,9,2714,1
14257,D,Ship,2,5,202,4,high,F,9,2919,1
14258,B,Flight,7,1,125,3,medium,F,8,4955,1
14259,F,Flight,5,4,104,6,low,M,5,5469,1
14260,A,Flight,3,4,153,4,high,F,9,1869,1
14261,B,Flight,4,4,187,3,medium,M,9,1599,1
14262,C,Flight,2,4,178,5,low,M,9,2198,1
14263,B,Ship,7,2,110,2,low,F,3,5396,0
14264,F,Ship,5,3,205,3,low,M,3,4655,0
14265,A,Ship,6,2,151,2,medium,M,2,5926,0
14266,A,Flight,3,4,240,6,high,M,9,2342,1
14267,C,Road,2,4,266,5,high,M,7,2756,1
14268,B,Ship,5,5,236,4,low,F,9,7437,1
14269,B,Ship,7,5,162,4,low,F,6,4899,1
14270,A,Flight,3,5,158,5,medium,F,10,2801,1
14271,B,Flight,3,5,154,5,high,M,8,3246,1
14272,F,Flight,3,5,221,5,low,F,8,2497,1
14273,D,Ship,7,2,249,3,low,M,3,6827,0
14274,A,Ship,5,3,226,3,medium,F,2,6529,0
14275,B,Ship,5,2,188,3,high,F,2,6119,0
14276,D,Flight,2,5,200,4,high,M,8,3969,1
14277,A,Road,3,5,236,4,high,M,7,3524,1
14278,F,Flight,4,1,179,4,medium,M,9,4833,0
14279,D,Ship,4,3,163,3,low,F,3,2143,1
14280,B,Flight,2,5,244,3,medium,M,9,1828,1
14281,B,Flight,4,5,218,4,low,F,10,3269,1
14282,A,Flight,4,5,224,4,high,F,11,3270,1
14283,F,Ship,5,2,155,4,medium,F,1,4852,0
14284,B,Ship,7,2,210,3,low,F,2,6773,0
14285,D,Ship,5,3,178,4,low,M,2,5029,0
14286,F,Ship,3,5,217,4,high,M,7,2499,1
14287,B,Ship,4,5,250,6,high,M,7,2264,1
14288,D,Ship,5,3,279,5,low,F,8,7385,1
14289,D,Road,3,4,257,5,low,F,5,2853,0
14290,F,Flight,2,5,181,5,high,M,11,1704,1
14291,D,Flight,4,5,188,3,low,M,9,3197,1
14292,C,Flight,2,4,288,5,low,M,10,2299,1
14293,D,Ship,5,3,190,3,low,M,3,4769,0
14294,A,Ship,6,2,163,3,medium,F,4,6637,0
14295,D,Ship,5,3,153,2,low,M,3,5476,0
14296,C,Flight,3,4,261,5,high,M,7,3836,1
14297,D,Flight,4,4,257,6,high,M,7,2601,1
14298,F,Ship,3,1,182,3,high,F,5,2525,1
14299,C,Flight,3,1,193,2,medium,F,2,2936,0
14300,A,Flight,3,5,178,4,medium,M,9,2316,1
14301,F,Flight,2,5,265,3,medium,F,8,2864,1
14302,A,Flight,2,5,276,5,high,M,11,2057,1
14303,C,Ship,7,3,118,2,low,F,2,6651,0
14304,D,Ship,7,3,208,4,medium,F,3,6985,0
14305,F,Ship,5,2,158,3,low,M,3,6499,0
14306,F,Flight,3,5,252,5,high,F,6,2844,1
14307,F,Ship,2,4,266,6,high,F,8,3053,1
14308,F,Ship,4,4,177,2,low,F,7,4993,1
14309,F,Flight,4,5,199,2,medium,F,7,5731,1
14310,F,Flight,2,4,285,5,medium,M,10,2538,1
14311,F,Flight,3,4,291,4,medium,M,9,2298,1
14312,F,Flight,2,5,152,5,high,M,10,2779,1
14313,C,Ship,7,2,139,3,low,F,1,5969,0
14314,F,Ship,5,2,106,4,high,M,2,5066,0
14315,F,Ship,5,3,201,4,medium,M,2,4989,0
14316,B,Road,3,4,239,5,high,M,7,3617,1
14317,C,Flight,3,5,248,6,high,F,9,3295,1
14318,F,Flight,7,2,102,3,medium,M,6,1706,1
14319,B,Ship,3,5,184,5,medium,F,7,3648,1
14320,C,Flight,4,5,192,4,low,F,9,2410,1
14321,B,Flight,3,5,274,5,low,F,9,3236,1
14322,D,Flight,4,5,227,4,medium,F,11,2481,1
14323,B,Ship,7,2,192,4,low,M,3,5846,0
14324,F,Ship,7,1,112,3,high,F,4,5599,0
14325,F,Ship,7,2,196,4,low,F,3,5590,0
14326,B,Ship,2,5,252,5,high,M,8,3373,1
14327,F,Flight,2,4,261,6,high,M,8,2557,1
14328,F,Ship,5,1,98,3,low,F,5,1905,0
14329,F,Ship,3,5,302,4,high,F,4,4304,0
14330,F,Flight,3,4,224,5,medium,F,8,2275,1
14331,F,Flight,3,5,177,5,low,F,11,1920,1
14332,F,Flight,2,5,242,5,high,F,8,2534,1
14333,B,Ship,5,2,117,3,high,M,4,5593,0
14334,B,Ship,5,3,128,4,low,F,1,5298,0
14335,D,Ship,6,3,162,3,high,M,3,6011,0
14336,F,Ship,3,5,245,6,high,F,8,2232,1
14337,D,Flight,3,4,290,4,high,M,7,2702,1
14338,D,Ship,3,1,291,4,low,F,9,6563,1
14339,D,Flight,4,2,226,6,low,F,1,6497,1
14340,C,Flight,4,5,209,5,high,M,9,3118,1
14341,C,Flight,4,4,296,3,low,M,8,1960,1
14342,F,Flight,2,5,166,3,low,F,9,2123,1
14343,C,Ship,7,3,218,4,medium,F,4,5177,0
14344,A,Ship,5,2,209,3,low,M,1,4039,0
14345,C,Ship,5,1,157,4,low,F,1,5740,0
14346,C,Ship,3,4,213,5,high,F,8,3200,1
14347,A,Road,4,4,257,5,high,M,8,3318,1
14348,F,Ship,4,1,133,2,low,M,10,4912,1
14349,F,Ship,6,5,127,5,medium,F,9,5539,1
14350,F,Flight,2,5,152,4,high,F,11,2300,1
14351,D,Flight,3,5,152,4,medium,M,10,2641,1
14352,D,Flight,2,4,278,4,low,F,10,2304,1
14353,A,Ship,6,1,205,2,low,M,3,6161,0
14354,D,Ship,6,1,178,4,medium,F,4,6501,0
14355,A,Ship,7,1,178,4,high,F,4,5744,0
14356,B,Flight,3,4,201,5,high,F,6,3772,1
14357,F,Ship,4,5,292,5,high,M,9,3377,1
14358,F,Flight,6,1,266,4,medium,M,3,5481,0
14359,C,Ship,6,3,117,2,high,F,5,7711,0
14360,F,Flight,2,4,208,3,low,M,10,2963,1
14361,F,Flight,2,5,275,5,medium,M,10,2601,1
14362,F,Flight,2,4,278,5,low,F,10,2251,1
14363,B,Ship,7,2,173,2,high,M,2,6053,0
14364,F,Ship,6,3,109,2,high,M,1,5994,0
14365,C,Ship,5,2,158,3,low,F,3,4538,0
14366,F,Road,3,4,269,6,high,F,9,3543,1
14367,D,Road,4,4,216,4,high,F,7,2845,1
14368,A,Road,6,3,164,4,medium,M,8,7669,0
14369,F,Flight,7,1,263,3,medium,M,1,5607,1
14370,D,Flight,2,5,245,3,low,F,11,1739,1
14371,B,Flight,4,5,209,4,low,F,8,1790,1
14372,A,Flight,3,4,185,3,high,M,10,2241,1
14373,B,Ship,5,2,158,3,low,M,4,5773,0
14374,F,Ship,6,2,108,3,low,M,2,5166,0
14375,D,Ship,5,3,218,2,low,M,4,6239,0
14376,F,Flight,4,4,288,6,high,F,6,2875,1
14377,A,Road,3,4,269,5,high,M,7,2124,1
14378,A,Ship,2,2,201,3,low,F,9,1432,1
14379,F,Ship,7,3,169,3,high,M,5,7328,1
14380,D,Flight,3,5,188,5,high,F,11,1815,1
14381,F,Flight,4,5,272,3,low,M,11,3202,1
14382,B,Flight,3,5,174,3,low,M,9,2473,1
14383,F,Ship,6,2,202,3,low,M,1,6793,0
14384,D,Ship,5,3,237,4,high,M,4,6847,0
14385,F,Ship,5,3,147,2,low,M,2,5326,0
14386,F,Ship,3,4,247,4,high,M,8,2760,1
14387,C,Ship,2,4,267,5,high,M,7,3420,1
14388,A,Road,3,4,182,2,medium,M,4,4192,1
14389,D,Ship,7,2,223,2,medium,M,5,7828,0
14390,D,Flight,3,5,227,5,low,M,8,2643,1
14391,F,Flight,4,4,277,3,medium,F,11,2418,1
14392,A,Flight,2,4,151,4,low,M,9,3474,1
14393,B,Ship,6,2,214,3,high,F,3,4468,0
14394,F,Ship,5,3,110,2,low,F,3,6748,0
14395,A,Ship,5,3,111,3,medium,F,2,5758,0
14396,B,Flight,2,5,302,6,high,M,8,3341,1
14397,D,Flight,2,4,247,6,high,F,9,3031,1
14398,F,Flight,2,3,168,4,medium,F,5,7397,0
14399,F,Ship,6,1,187,3,low,F,5,1248,1
14400,A,Flight,3,4,223,4,low,F,8,2585,1
14401,A,Flight,3,4,162,5,low,F,11,1982,1
14402,F,Flight,4,5,221,3,low,F,8,2278,1
14403,D,Ship,6,2,107,4,low,M,4,5517,0
14404,F,Ship,6,3,154,2,low,F,3,5462,0
14405,F,Ship,6,1,214,2,high,F,2,5746,0
14406,A,Ship,3,4,236,4,high,M,6,3382,1
14407,A,Flight,2,4,223,5,high,M,6,3788,1
14408,F,Road,6,3,187,3,low,F,2,3180,1
14409,A,Ship,7,1,138,4,low,F,5,5074,1
14410,A,Flight,3,5,251,5,low,M,8,2190,1
14411,F,Flight,2,4,277,4,low,F,9,2167,1
14412,F,Flight,4,4,221,5,medium,F,8,3116,1
14413,A,Ship,6,3,127,3,low,M,2,5316,0
14414,F,Ship,6,2,176,3,medium,F,3,5438,0
14415,C,Ship,5,3,162,4,medium,F,4,5646,0
14416,C,Ship,3,5,240,4,high,M,6,2159,1
14417,F,Flight,2,5,231,4,high,M,7,2986,1
14418,F,Ship,7,5,121,6,medium,M,9,2367,1
14419,F,Ship,6,4,201,5,medium,F,9,6351,0
14420,C,Flight,4,5,297,4,low,M,8,1869,1
14421,F,Flight,4,5,236,3,medium,M,8,2430,1
14422,F,Flight,3,5,223,5,low,M,9,2477,1
14423,F,Ship,6,1,112,3,medium,M,2,4396,0
14424,D,Ship,5,1,245,2,high,M,1,6630,0
14425,B,Ship,7,2,145,4,low,F,4,4870,0
14426,D,Ship,2,5,287,6,high,M,9,2544,1
14427,F,Road,2,4,281,4,high,F,9,2133,1
14428,C,Ship,4,5,245,6,medium,F,6,7669,0
14429,A,Ship,7,5,203,5,low,M,10,2920,1
14430,F,Flight,3,5,255,3,medium,F,11,1591,1
14431,F,Flight,3,5,205,3,low,M,10,2894,1
14432,F,Flight,4,5,269,3,high,F,11,2686,1
14433,F,Ship,6,1,174,4,low,M,2,6871,0
14434,F,Ship,5,1,117,4,medium,F,4,6970,0
14435,A,Ship,5,2,128,4,medium,F,1,4611,0
14436,D,Ship,3,5,300,6,high,M,8,2674,1
14437,F,Ship,4,4,246,6,high,F,9,2229,1
14438,B,Ship,2,4,140,2,low,M,11,1333,0
14439,D,Ship,7,1,295,6,low,F,1,3264,1
14440,F,Flight,2,5,277,5,high,F,10,3119,1
14441,D,Flight,2,5,184,5,medium,F,9,2665,1
14442,F,Flight,3,4,281,4,medium,M,10,3439,1
14443,D,Ship,7,1,245,3,low,F,4,4244,0
14444,D,Ship,7,2,159,3,high,M,4,5669,0
14445,A,Ship,6,3,141,3,low,F,4,6126,0
14446,C,Flight,2,4,308,6,high,M,8,3404,1
14447,B,Ship,4,5,308,6,high,M,7,2859,1
14448,B,Ship,2,1,201,6,low,F,3,3008,0
14449,D,Ship,2,5,202,4,high,M,4,5842,1
14450,C,Flight,3,4,195,3,low,F,11,1762,1
14451,A,Flight,4,5,180,4,medium,M,10,2657,1
14452,B,Flight,2,5,235,5,medium,F,8,1960,1
14453,B,Ship,6,2,196,3,low,M,1,4768,0
14454,D,Ship,5,2,204,4,low,F,1,4947,0
14455,F,Ship,5,1,240,4,medium,F,4,4403,0
14456,B,Road,3,4,298,6,high,M,8,3559,1
14457,C,Ship,3,4,246,4,high,F,6,2912,1
14458,B,Road,4,2,176,5,low,F,4,2300,1
14459,C,Ship,4,4,200,3,medium,M,3,4048,1
14460,C,Flight,3,4,187,3,low,M,9,1925,1
14461,A,Flight,3,5,158,3,high,M,10,3256,1
14462,B,Flight,3,4,244,4,medium,M,8,2400,1
14463,D,Ship,6,2,227,4,medium,F,3,4092,0
14464,D,Ship,5,3,148,4,high,M,2,6203,0
14465,A,Ship,7,3,156,4,low,M,2,5142,0
14466,F,Flight,4,5,302,5,high,M,7,3262,1
14467,D,Flight,3,4,227,5,high,M,8,2560,1
14468,C,Road,6,2,175,5,medium,M,1,6346,1
14469,A,Road,6,4,129,5,medium,M,1,3613,0
14470,D,Flight,2,5,227,3,medium,F,10,1782,1
14471,F,Flight,3,4,194,3,low,M,10,3382,1
14472,A,Flight,4,5,238,5,medium,M,9,3238,1
14473,A,Ship,5,3,101,4,low,F,3,4340,0
14474,B,Ship,6,1,205,3,medium,M,2,5685,0
14475,D,Ship,5,1,199,4,medium,M,1,6346,0
14476,C,Flight,3,4,273,6,high,F,9,2242,1
14477,C,Ship,3,4,271,4,high,F,8,3212,1
14478,D,Road,5,5,182,5,medium,F,2,6635,1
14479,A,Road,7,4,126,3,high,F,8,3076,0
14480,D,Flight,2,5,183,5,medium,M,9,2609,1
14481,B,Flight,3,5,265,4,medium,M,8,3085,1
14482,F,Flight,2,5,169,5,low,M,10,1856,1
14483,F,Ship,5,2,213,4,low,F,4,6434,0
14484,F,Ship,5,1,109,2,low,M,1,5852,0
14485,F,Ship,5,2,130,4,high,M,3,6613,0
14486,A,Road,3,4,223,5,high,M,9,2956,1
14487,B,Road,3,4,262,5,high,M,6,2059,1
14488,A,Road,7,4,158,5,low,F,5,5059,0
14489,D,Flight,2,3,260,6,medium,F,8,2515,0
14490,D,Flight,2,4,295,5,medium,F,11,3160,1
14491,F,Flight,2,5,225,3,low,M,11,2295,1
14492,A,Flight,2,4,171,4,low,F,10,1610,1
14493,B,Ship,6,3,118,3,high,M,3,5694,0
14494,F,Ship,5,2,198,3,low,F,2,6192,0
14495,C,Ship,6,3,206,4,medium,M,3,6857,0
14496,D,Ship,3,5,232,6,high,F,6,3588,1
14497,A,Road,2,4,276,5,high,F,8,2878,1
14498,F,Road,6,2,164,6,medium,F,4,4125,1
14499,D,Ship,7,1,203,5,low,M,5,3884,1
14500,D,Flight,4,4,226,3,medium,F,9,2375,1
14501,F,Flight,4,4,152,3,low,M,9,2505,1
14502,D,Flight,2,5,265,3,low,F,10,2815,1
14503,F,Ship,6,1,207,3,high,M,3,5266,0
14504,C,Ship,7,2,135,3,low,M,4,6367,0
14505,F,Ship,7,3,104,4,low,M,2,5417,0
14506,F,Road,2,4,275,5,high,F,8,3884,1
14507,A,Road,2,4,238,4,high,M,6,2474,1
14508,F,Road,5,4,296,4,high,M,11,7266,0
14509,F,Ship,3,5,141,4,medium,M,8,1276,0
14510,F,Flight,3,5,270,4,medium,M,8,1650,1
14511,C,Flight,3,5,167,3,high,F,9,2588,1
14512,A,Flight,2,4,224,5,medium,M,8,2210,1
14513,B,Ship,7,2,134,2,low,F,2,5443,0
14514,F,Ship,5,1,188,4,low,F,2,4610,0
14515,F,Ship,5,1,217,4,low,M,2,4335,0
14516,C,Ship,2,5,211,5,high,F,6,2680,1
14517,F,Ship,2,5,218,6,high,F,9,3222,1
14518,F,Road,4,1,181,4,medium,F,3,7639,0
14519,D,Ship,5,5,242,3,low,F,1,1399,1
14520,C,Flight,3,4,164,5,high,M,8,2961,1
14521,F,Flight,3,5,273,3,low,M,10,1917,1
14522,F,Flight,3,4,162,3,medium,M,11,2588,1
14523,F,Ship,6,2,115,4,low,M,3,4819,0
14524,F,Ship,5,1,244,4,low,F,3,6981,0
14525,B,Ship,5,3,135,3,high,M,2,4366,0
14526,D,Ship,4,4,251,4,high,M,6,3903,1
14527,F,Ship,3,4,222,5,high,F,8,3545,1
14528,A,Ship,2,1,309,3,medium,M,5,7839,1
14529,D,Flight,3,1,303,6,low,M,7,1868,0
14530,F,Flight,3,5,163,3,low,M,9,3370,1
14531,B,Flight,2,4,189,4,low,F,8,3053,1
14532,F,Flight,3,5,174,5,low,F,8,1707,1
14533,C,Ship,7,3,168,4,low,M,3,6054,0
14534,A,Ship,5,1,186,4,high,F,4,5922,0
14535,A,Ship,6,1,148,3,medium,M,2,6368,0
14536,C,Road,3,5,227,6,high,M,9,2665,1
14537,D,Flight,4,5,303,5,high,F,8,3403,1
14538,A,Road,2,2,206,4,medium,F,4,1978,1
14539,D,Ship,6,3,296,6,low,F,3,2734,1
14540,C,Flight,3,4,287,5,low,M,9,3467,1
14541,A,Flight,4,5,154,5,low,F,10,2232,1
14542,F,Flight,2,5,226,4,low,M,9,2248,1
14543,B,Ship,6,3,154,2,medium,M,4,4082,0
14544,A,Ship,5,1,232,2,low,M,2,5606,0
14545,D,Ship,6,1,162,4,medium,F,3,5637,0
14546,A,Flight,2,4,275,4,high,F,9,2849,1
14547,B,Flight,2,4,205,6,high,M,8,3639,1
14548,F,Flight,5,5,158,4,low,M,5,4797,0
14549,C,Ship,4,4,213,3,low,F,6,6486,1
14550,F,Flight,2,5,210,5,medium,F,8,2406,1
14551,F,Flight,4,5,256,3,medium,F,8,2837,1
14552,D,Flight,3,5,254,5,medium,F,10,2072,1
14553,A,Ship,6,3,105,4,medium,F,2,5899,0
14554,F,Ship,6,2,181,4,low,M,4,6995,0
14555,F,Ship,5,2,223,3,low,F,3,6185,0
14556,D,Ship,3,4,211,6,high,F,7,2208,1
14557,A,Road,3,5,256,6,high,F,9,3240,1
14558,F,Flight,7,5,211,5,medium,F,9,7424,1
14559,F,Ship,4,2,270,4,low,M,3,5031,1
14560,A,Flight,3,5,162,4,high,M,10,2448,1
14561,B,Flight,3,5,218,4,low,M,9,2783,1
14562,D,Flight,2,4,263,3,low,F,10,2786,1
14563,F,Ship,6,2,197,2,low,M,1,5163,0
14564,D,Ship,5,3,233,2,medium,F,1,5162,0
14565,F,Ship,5,2,194,3,medium,M,1,4797,0
14566,F,Ship,3,5,200,4,high,M,8,2618,1
14567,F,Ship,2,4,245,4,high,F,8,3091,1
14568,F,Ship,5,4,169,2,low,F,3,7764,1
14569,C,Ship,7,5,203,5,medium,F,9,4658,0
14570,B,Flight,4,5,162,3,medium,M,9,2708,1
14571,F,Flight,3,5,289,3,low,F,8,2640,1
14572,B,Flight,3,5,209,3,high,F,10,2344,1
14573,F,Ship,6,1,193,4,high,F,4,4951,0
14574,F,Ship,6,3,159,4,low,M,2,4556,0
14575,A,Ship,5,2,123,4,medium,M,4,5636,0
14576,F,Road,2,4,229,6,high,M,7,2478,1
14577,D,Ship,2,5,242,4,high,M,8,3096,1
14578,F,Flight,6,3,171,4,medium,M,1,2596,0
14579,F,Ship,4,1,236,3,low,M,9,7761,1
14580,C,Flight,3,5,166,5,medium,M,9,2638,1
14581,C,Flight,3,5,168,3,low,M,10,1944,1
14582,D,Flight,3,5,252,5,high,M,8,2376,1
14583,F,Ship,6,2,114,3,low,M,4,4820,0
14584,B,Ship,5,2,240,2,medium,M,4,4397,0
14585,C,Ship,5,1,177,2,high,M,4,5394,0
14586,D,Ship,3,5,240,6,high,M,8,2212,1
14587,F,Ship,2,4,220,4,high,M,6,3725,1
14588,C,Ship,5,2,100,2,low,M,4,7374,1
14589,D,Flight,3,5,291,2,low,F,4,5744,0
14590,B,Flight,2,4,161,5,low,F,8,2013,1
14591,B,Flight,3,5,248,4,medium,F,11,2317,1
14592,C,Flight,2,4,264,4,high,F,11,2861,1
14593,B,Ship,7,3,244,3,low,M,2,6356,0
14594,F,Ship,5,1,121,3,high,F,1,6934,0
14595,B,Ship,6,2,104,2,medium,M,1,5949,0
14596,C,Ship,2,5,244,5,high,F,9,2310,1
14597,F,Ship,4,5,269,5,high,M,8,3008,1
14598,B,Ship,4,1,293,2,high,M,2,7501,1
14599,C,Ship,3,2,278,3,medium,M,1,5546,0
14600,C,Flight,3,5,167,4,medium,F,8,3033,1
14601,D,Flight,2,5,218,4,low,F,11,2606,1
14602,A,Flight,2,5,165,5,high,F,10,2068,1
